180,0,72,17,0,30.1,4,63
171,0,72,17.056,0,30.1,4,63
136,1.9,72,17.111,0,30.1,4,63
138,1.9,71,17.111,0,30.1,4,63
171,1.9,72,17,0,30.1,4,63
166,1.9,72,17,0,30.1,4,63
146,1.9,71,17,0,30.1,4,63
175,2,71,17,0,30.1,4,63
159,1.4,72,16.889,0,30.1,4,63
142,0,72,16.833,0,30.1,4,63
189,0.2,72,16.889,0,30.1,4,63
216,1,72,16.944,0,30.1,4,63
139,1.3,71,17,0,30.1,4,63
135,1.2,71,17.111,0,30.1,4,63
138,0,71,17.167,0,30.1,4,63
157,0,71,17.167,0,30.1,4,63
157,0,71,17.111,0,30.1,4,63
157,0.9,71,17.222,0,30.1,4,63
157,0,70,17.278,0,30.1,4,63
137,1.9,70,17.389,0,30.1,4,63
135,1.8,70,17.444,0,30.1,4,63
167,1.5,70,17.444,0,30.1,4,63
150,2,70,17.5,0,30.1,4,63
174,0.1,70,17.611,0,30.1,4,63
156,1.2,69,17.667,0,30.1,4,63
170,2.7,69,17.556,0,30.1,4,63
174,3,70,17.333,0,30.1,4,63
180,2.1,71,17.111,0,30.1,4,63
162,1.9,71,17.167,0,30.1,4,63
173,2.7,71,17.056,0,30.1,4,63
180,1.7,71,17.111,0,30.1,4,63
204,0.3,71,17.278,0,30.1,4,63
180,0.3,71,17.333,0,30.1,4,63
183,2.3,70,17.444,0,30.1,4,63
180,1.4,70,17.444,0,30.1,4,63
194,1.4,70,17.556,0,30.1,4,63
197,0.8,70,17.611,0,30.1,4,63
178,1.2,69,17.722,0,30.1,4,63
180,0.9,69,17.778,0,30.1,4,63
195,0.5,69,17.833,0,30.1,4,63
188,1.8,69,17.944,0,30.1,4,63
139,1.4,69,17.944,0,30.1,4,63
203,0.6,69,17.944,0,30.1,4,63
225,0.1,69,18.056,0,30.1,4,63
204,0.4,68,18.167,0,30.1,4,63
217,1.9,68,18.222,0,30.1,4,63
225,0.7,68,18.278,0,30.1,4,63
225,0.9,68,18.333,0,30.1,4,63
174,1.8,68,18.333,0,30.1,4,63
153,2.1,68,18.333,0,30.1,4,63
146,2.9,67,18.333,0,30.1,4,63
216,2.7,68,18.167,0,30.1,4,63
202,1.8,68,18.222,0,30.1,4,63
152,2.1,68,18.278,0,30.1,4,63
149,2.4,68,18.278,0,30.1,4,63
177,2.8,68,18.278,0,30.1,4,63
174,3.1,68,18.111,0,30.1,4,63
155,3.7,68,18.056,0,30.1,4,63
187,3,68,18.056,0,30.1,4,63
186,0.5,68,18.222,0,30.1,4,63
172,2.6,67,18.333,0,30.1,4,63
149,2.9,67,18.278,0,30.1,4,63
146,3.9,67,18.333,0,30.1,4,63
150,4,67,18.278,0,30.1,4,63
146,2.9,67,18.278,0,30.1,4,63
153,2.4,68,18.222,0,30.1,4,63
156,2.9,68,18.222,0,30.1,4,63
156,2.1,68,18.222,0,30.1,4,63
168,4.1,68,18.111,0,30.1,4,63
180,4.2,68,18.056,0,30.1,4,63
184,3.2,68,18.111,0,30.1,4,63
180,3.9,68,18.222,0,30.1,4,63
174,3.9,68,18.111,0,30.1,4,63
150,3.4,67,18.222,0,30.1,4,63
171,4.3,68,18.167,0,30.1,4,63
157,3.7,68,18.167,0,30.1,4,63
162,3.9,67,18.333,0,30.1,4,63
156,3.3,67,18.333,0,30.1,4,63
213,2.6,67,18.444,0,30.1,4,63
132,1,66,18.611,0,30.1,4,63
167,2.2,66,18.778,0,30.1,4,63
180,3.5,65,18.778,0,30.1,4,63
177,3.5,66,18.611,0,30.1,4,63
177,2.8,66,18.778,0,30.1,4,63
159,4.1,66,18.889,0,30.1,4,63
190,2.6,65,19,0,30.1,4,63
194,2.9,65,19.056,0,30.1,4,63
209,4.5,65,19.056,0,30.1,4,63
205,1.9,65,19.222,0,30.1,4,63
182,3.9,64,19.278,0,30.1,4,63
183,3.5,65,19.167,0,30.1,4,63
183,4.3,65,19.056,0,30.1,4,63
182,3.2,65,19.111,0,30.1,4,63
199,2.3,65,19.222,0,30.1,4,63
162,5.5,65,19.333,0,30.1,4,63
205,2.6,65,19.389,0,30.1,4,63
92,0.9,64,19.556,0,30.1,4,63
185,3.8,64,19.611,0,30.1,4,63
194,3.6,64,19.667,0,30.1,4,63
163,2,63,19.833,0,30.1,4,63
174,4.5,63,19.667,0,30.1,4,63
167,4.3,63,19.611,0,30.1,4,63
184,4.5,63,19.667,0,30.1,4,63
170,2.6,63,19.722,0,30.1,4,63
175,0.7,62,19.944,0,30.1,4,63
173,1.2,62,20.111,0,30.1,4,63
147,3.8,61,20.167,0,30.1,4,63
152,6.1,61,20.056,0,30.1,4,63
172,5.6,62,19.778,0,30,4,63
166,4.4,62,19.889,0,30,4,63
215,5,61,20.056,0,30.1,4,63
211,4.6,61,20.056,0,30,4,63
185,5.6,62,19.944,0,30,4,63
169,2.6,62,19.889,0,30,4,63
163,2.8,62,20,0,30,4,63
72,0,62,20.222,0,30,4,63
360,0.7,61,20.389,0,30.1,4,63
122,1,59,20.5,0,30.1,4,63
205,3.8,58,20.667,0,30,4,63
183,5.6,58,20.5,0,30.1,4,63
188,5.1,58,20.389,0,30.1,4,63
179,4.8,56,20.333,0,30.1,4,63
196,3,56,20.389,0,30.1,4,63
129,1.9,56,20.667,0,30.1,4,63
171,1.8,57,20.778,0,30.1,4,63
119,1.4,56,21.056,0,30.1,4,63
130,3.1,55,21.056,0,30,4,63
143,6.5,55,21,0,30,4,63
146,6.4,56,21,0,30,4,63
158,4.3,56,21.056,0,30,4,63
195,3.4,56,21.111,0,30,4,63
143,3.5,55,21.167,0,30.1,4,63
119,1.4,55,21.111,0,30.1,4,63
130,0.2,54,21.278,0,30,4,63
155,2.5,53,21.278,0,30,4,63
168,3.1,52,21.333,0,30,4,63
213,4.7,53,21.333,0,30,4,63
151,0.5,53,21.389,0,30,4,63
131,2.2,53,21.444,0,30,4,63
126,3.4,53,21.444,0,30,4,63
136,2.5,53,21.389,0,30,4,63
172,3.9,53,21.333,0,30,4,63
174,7.4,55,21.111,0,30,4,63
180,6.2,56,20.833,0,30,4,63
192,5.8,57,20.833,0,30.1,4,63
186,4.2,57,20.611,0,30.1,4,63
212,5.5,57,20.722,0,30,4,63
210,3.3,56,20.833,0,30,4,63
168,2.7,56,20.944,0,30,4,63
171,4.4,56,20.889,0,30,4,63
166,6.1,56,20.833,0,30,4,63
140,5.2,55,21.056,0,30,4,63
133,3.6,55,21.167,0,30,4,63
142,4.7,55,21.056,0,30,4,63
162,5.3,56,20.778,0,30,4,63
144,2.5,56,20.722,0,30,4,63
149,2.5,56,20.944,0,30,4,63
128,0.9,55,21.167,0,30,4,63
171,0.9,55,21.278,0,30,4,63
196,2.7,55,21.444,0,30,4,63
182,5.4,55,21.389,0,30,4,63
181,4.7,55,21.278,0,30,4,63
181,4.5,55,21.278,0,30,4,63
180,3.2,56,21.278,0,30,4,63
169,3.1,56,21.333,0,30,4,63
145,4.5,54,21.556,0,30,4,63
184,5.9,54,21.556,0,30,4,63
192,5.4,55,21.444,0,30,4,63
175,4,55,21.389,0,30,4,63
143,1.9,54,21.556,0,30,4,63
172,3.9,54,21.556,0,30,4,63
173,3.8,54,21.444,0,30,4,63
176,1.6,53,21.722,0,30,4,63
146,0.5,53,22,0,30,4,63
151,4.1,53,22,0,30,4,63
150,3.6,52,22.056,0,30,4,63
193,3.3,52,22.056,0,30,4,63
207,2.4,51,22.222,0,30,4,63
224,2.7,51,22.278,0,30,4,63
253,2.1,51,22.5,0,30,4,63
190,3.3,50,22.667,0,30,4,63
193,2.5,50,22.667,0,30,4,63
177,7.5,51,22.167,0,30,4,63
207,5,51,22,0,30,4,64
222,3.2,49,22.056,0,30,4,63
